Game,Talent,Activation,Force?,Ranked?,ShortDesc,LongDesc
Edge of the Empire,Fine Tuning,Passive,0,1,"When reducing the amount of system strain a starship or vehicle suffers, reduce 1 additional strain per rank of Fine Tuning.","Whenever a character reduces the amount of strain a starship or vehicle suffers, he reduces one additional strain per rank of Fine Tuning."
Edge of the Empire,Forager,Passive,0,0,"Remove up to :bk: :bk: from skill checks to find food, water, or shelter. Survival checks to forage take half the time.","Remove up to :bk: :bk: from skill checks to find food, water, or shelter. Survival checks to forage take half the time."
Edge of the Empire,Force Rating,Passive,1,1,Gain +1 Force Rating.,Each rank permanently increases Force rating by one.
Edge of the Empire,Frenzied Attack,Active (Incidental),0,1,"When making a Melee or Brawl check, suffer a number of strain to upgrade the attack an equal number of times. The strain suffered may not exceed ranks in Frenzied Attack.","When making a Melee or Brawl combat check, the character may suffer a number of strain, then upgrade the ability of his combat check by that number. The number cannot exceed his ranks in Frenzied Attack."
Edge of the Empire,Full Throttle,Active (Action),0,0,Take a Full Throttle action; make a Hard (:pu: :pu: :pu:) Piloting check to increase a vehicle’s top speed by 1 for a number of rounds equal to Cunning.,"The character may push a ship or vehicle past its limits of speed. He may perform the Full Throttle action, attempting a Hard (:pu: :pu: :pu:) Piloting check With success, the ship's top speed increases by one for a number of rounds equal to Cunning. The ship still cannot perform actions or maneuvers it could not perform normally (i.e. actions that have a minimum speed requirement)."
Edge of the Empire,Full Throttle (Improved),Active (Maneuver),0,0,Suffer 1 strain to attempt Full throttle as a maneuver and decrease its difficulty to Average (:pu: :pu:).,"The character may voluntarily suffer one strain to attempt Full Throttle as a maneuver. In addition, the difficulty of Full Throttle is reduced to Average (:pu: :pu:)"
Edge of the Empire,Full Throttle (Supreme),Passive,0,0,"When performing Full Throttle, top speed increases by 2 instead of 1.","When the character successfully performs Full Throttle, the ship's top speed increases by two for a number of rounds equal to his Cunning, instead of one."
Edge of the Empire,Galaxy Mapper,Passive,0,1,Remove :bk: per rank of Galaxy Mapper from Astrogation checks. Astrogation checks take half normal time.,"Remove :bk: per rank of Galaxy Mapper from all Astrogation checks. In addition, Astrogation checks take 50% less time. This does not increase with multiple ranks of Galaxy Mapper."
Edge of the Empire,Gearhead,Passive,0,1,Remove :bk: per rank of Gearhead from Meehanics checks. Halve the credit cost to add mods to attachments.,"Remove :bk: per rank of Gearhead from all Mechanics checks. In addition, the credit cost to add mods to attachments decreases by 50% . This does not increase with multiple ranks of Gearhead."
Edge of the Empire,Good Cop,Passive,0,1,May spend :adv: :adv: from Charm or Negotiation check to upgrade ability of a single ally’s subsequent Social Interaction check against the target a number of times equal to ranks in Good Cop.,The character may spend :adv: :adv: from a Charm or Negotiation check to upgrade the ability of a ally’s single subsequent Social Interaction skill Check against the same target in the same encounter. Upgrade the ability a number of times equal to the character's ranks in Good Cop. A Single check may only benefit from one use of Good Cop.
Edge of the Empire,Grapple,Active (Maneuver),0,0,Once per round. may perform the Grapple maneuver. Until the beginning of character's next turn. Foes must spend 2 maneuvers instead of 1 to move from engaged to short range.,"Once per round, the character may perform the Grapple maneuver. Until the beginning of her next turn, enemleS must spend two maneuvers instead of one maneuver to move from engaged range to short range of her."
Edge of the Empire,Grit,Passive,0,1,Gain +1 Strain Threshold.,Each rank of Grit increases a character's strain threshold by one.
Edge of the Empire,Hard Headed,Active (Action),0,1,"When staggered or disoriented, perform the Hard Headed action; make a Daunting (:pu: :pu: :pu: :pu:) Discipline check to remove status. Difficulty reduced per rank of Hard Headed.","The character may perform the Hard Headed action. On any turn in which the character is staggered or disoriented, he may perform the Hard Headed action (this action may be specifically performed even though he is normally barred from performing actions when staggered). He makes a Daunting (:pu: :pu: :pu: :pu:) Discipline check If he succeeds, he is no longer staggered or disoriented. The difficulty of this check decreases by one per additional rank of Hard Headed, to a minimum of Easy (:pu:)"
Edge of the Empire,Hard Headed (Improved),Active (Action),0,0,"When incapacitated due to strain exceeding threshold, may take a more difficult Hard Headed action to reduce strain to 1 below threshold.","The character may use his Hard Headed action to recover from being incapacitated due to exceeding his strain threshold. On his next turn after being incapacitated, he may make a Formidable(:pu: :pu: :pu: :pu: :pu:) Discipline check as his Hard Headed action (this action can specifically be performed even though he is normally barred from performing actions). If he succeeds, decrease his strain to one below his strain threshold. The difficulty of this check decreases by one per rank of Hard Headed, to a minimum of Easy (:pu:)."
Edge of the Empire,Hard-Boiled,Passive,0,1,"When recovering strain after an encounter, may spend :adv: up to ranks in Hard-Boiled to recover 1 wound per :adv: spend.","When making a check to recover strain at the end of an encounter, the character may Spend :adv: to recover one wound. :adv: spent this way cannot exceed her ranks in Hard-Boiled."
Edge of the Empire,Heightened Awareness,Passive,0,0,Allies within short range add :bl: to Perception or Vigilance checks. Engaged allies add :bl: :bl:.,Allies within close range of the character add :bl: to their Perception and Vigilance checks. Allies engaged with him add :bl: :bl: instead.
Edge of the Empire,Heroic Fortitude,Active (Incidental),0,0,May spend 1 Destiny Point to ignore effects of Critical Injuries on Brawn or Agility checks until the end of the encounter.,The character may spend one Destiny Point to ignore the effects of ongoing Critical Injuries on any Brawn or Agility related checks until the end of the encounter. He still suffers from the injury itself.
Edge of the Empire,Hidden Storage,Passive,0,1,Gain hidden storage in vehicles or equipment that holds items with total encumberance equal to ranks in Hidden Storage.,"Any large equipment, vehicle, or droid that the character owns has one or more hidden compartments for smuggling appropriately sized gear. The number of compartments is up to the player, but cannot be enough to hold a total encumbrance value of items more than the character's ranks in Hidden Storage. The size of the compartments are proportional to the size of the vehicle or droid in question. Most humanoid droids can only hold items equivalent in size to a one-handed weapon, whereas a silhouette 4 starship could conceal humanoids within its compartments. Any checks to detect these compartments have a Formidable ( :pu: :pu: :pu: :pu: :pu: ) difficulty."
Edge of the Empire,Hindering Shot,Active (Incidental),0,0,"Increase the difficulty of next Gunnery check by 1. If check deals damage, target starship or vehicle suffers system strain equal to speed when it moves until the end of the encounter.","The character may voluntarily increase the difficulty of a Gunnery combat check once to inflict a hindering shot on a vehicle If she succeeds and deals damage to the target vehicle’s hull trauma threshold, the vehicle suffers system strain equal to its current Speed Whenever it moves until the end of the encounter."
Edge of the Empire,Hold Together,"Active (Incidental, Out of Turn)",0,0,Spend 1 Destiny Point to perform a Hold Together incidental immediately after vehicle or starship takes damage to turn it into system strain.,"The character may spend one Destiny Point to make a Hold Together incidental immediately after a vehicle or starship he has repaired this encounter takes damage. The character explains why the apparently serious damage was in fact superficial, and the damage from the attack becomes system strain instead."
Edge of the Empire,Hunter,Passive,0,1,Add :bl: per rank of Hunter to all checks when interacting with beast or animals (including combat checks). Add +10 to Critical Injury results against beasts or animals per rank of Hunter.,"The character adds :bl: per rank of Hunter to all skill checks when interacting with wild beasts and animals, including combat checks. Add +10 per rank to all Critical Injury rolls against animals per rank of Hunter."
Edge of the Empire,Indistinguishable,Passive,0,1,Upgrade difficulty of checks to identify character once per rank of Indistinguishable.,The character's appearance is so common that people have a hard time identifying distinguishing traits. Opposing characters upgrade the difficulty of any checks made to identify him once per rank of Indistinguishable.
Edge of the Empire,Informant,Active (Incidental),0,0,"Once per session, may reveal a contact who can shed light on a chosen subject.","Once per game session, the character may reveal a contact who possesses information on a par‘ticular subject of her Choice.

When the character does this, she must explain how she knows this contact and how the contact can shed light on the matter in question The contact shouId be available to the PCS, but the CM decides what the contact's expertise might cost."
Edge of the Empire,Insight,Passive,1,0,Perception and Discipline become career skills.,Perception and Discipline become career skills if they are not already.
Edge of the Empire,Inspiring Rhetoric,Active (Action),0,0,Take the Inspiring Rhetoric action: make an Average (:pu: :pu:) Leadership check. Each :suc: causes 1 ally in close range to recover 1 strain. Spend :adv: to cause 1 affected ally to recover 1 additional strain.,"The character may take the Inspiring Rhetoric action: making an Average (:pu: :pu:) Leadership check. For each :suc:, one ally within close range recovers one strain. For each :adv:, one ally benefiting from Inspiring Rhetoric recovers one additional strain."
Edge of the Empire,Inspiring Rhetoric (Improved),Passive,0,0,Each ally affected by Inspiring Rhetoric gains :bl: on all skill checks for a number of rounds equal to ranks in Leadership.,Each ally affected by Inspiring Rhetoric gains :bl: on all skill checks for a number of rounds equal to the character's ranks in Leadership; this does not stack with itself.
Edge of the Empire,Inspiring Rhetoric (Supreme),Active (Incidental),0,0,"Suffer 1 strain to perform Inspiring Rhetoric as a maneuver, not an action.",The character may voluntarily suffer 1 strain to perform Inspiring Rhetoric as a maneuver instead of an action.
Edge of the Empire,Intense Focus,Active (Maneuver),0,0,Perform an Intense Focus maneuver; suffer 1 strain and upgrade the ability of the next skill check once.,"Before making a skill check, the character may perform the Intense Focus maneuver. The character suffers one strain to upgrade the ability of the skill check once."
Edge of the Empire,Intense Presence,"Active (Incidental, Out of Turn)",0,0,Spend 1 Destiny Point to recover strain equal to Presence rating.,The character may spend one Destiny Point to recover strain equal to his Presence rating.
Edge of the Empire,Intimidating,"Active (Incidental, Out of Turn)",0,1,"May suffer a number of strain to downgrade difficulty of Coercion checks, or upgrade the difficulty when targeted by Coercion checks, by an equal number. Strain suffered this way cannot exceed ranks in Intimidating.","When attempting a Coercion check, the character may suffer a number of strain to downgrade the difficulty of the check a number of times equal to the strain suffered. This number cannot exceed his ranks in Intimidating. When the character is the target of a Coercion check, the character may suffer a number of strain to upgrade the difficulty of the check a number of times equal to the strain suffered. This number cannot exceed his ranks in Intimidating."
Edge of the Empire,Inventor,Passive,0,1,"When constructing new items or modifying attachments, add :bl: or remove :bk: per rank of lnventor.","When constructing new items or modifying existing attachments (see Chapter V: Gear and Equipment), the character may choose to add :bl:  or remove :bk: from the check per rank of Inventor."
Edge of the Empire,Iron Body,Passive,0,1,Remove :bk: per rank of Iron body from Coordination and Resilience checks. Reduce the critical rating of unarmed attacks by 1 per rank of Iron Body (to a minimum of 1).,"The character removes :bk: per rank of Iron Body From her Coordination and Resilience checks. The critical rating of the character’s unarmed attacks is reduced by 1 per rank of Iron Body, to a minimum of 1."
Edge of the Empire,Jump Up,Active (Incidental),0,0,"Once per round, may stand from seated or prone as an incidental.","Once per round on the character's turn, the character may stand up from prone or a seated position as an Incidental."
Edge of the Empire,Jury Rigged,Passive,0,1,"Choose 1 weapon, armor, or other item and give it a permanent improvement while it remains in use.","The character chooses one personal weapon or piece of armor per rank of Jury Rigged. He may increase the damage of the weapon by one; decrease the Advantage cost on its Critical, or any single other effect by one to a minimum of one; or increase armor's ranged or melee defense by one. Alternatively, he can decrease the encumbrance of the item by two to a minimum of one. The bonus only applies so long as the character is using the item. If the item is ever lost or destroyed, the character may apply Jury Rigged to a new personal weapon or piece or armor."
Edge of the Empire,Kill With Kindness,Passive,0,1,Remove :bk: per rank of Kill With Kindness from all Charm and Leadership checks.,Remove :bk: per rank of Kill with Kindness from all Charm and Leadership checks the character attempts.
Edge of the Empire,Knockdown,Passive,0,0,"After hitting with a melee attack, may spend :tri: to knock the target prone.","After hitting with a melee attack, the character may knock the target prone by spending a :tri: . If the target is larger than the acting character, it requires one additional :tri: for each silhouette larger."
Edge of the Empire,Know Somebody,Active (Incidental),0,1,"Once per session, when attempting to purchase a legally available item, reduce its rarity by 1 per rank of Know Somebody.","Once per game session, when attempting to purchase a legally available item, the character may reduce its rarity by one step per rank of Know Somebody."
Edge of the Empire,Knowledge Specialization,Passive,0,1,"When acquired, choose Knowledge skill. When making that skill check, may spend :tri: result to gain additional successes equal to ranks in Knowledge Specialization.","When the character first acquires this talent, he may choose one Knowledge skill. When making checks with that skill, he may spend:tri: to gain additional successes equal to his ranks in Knowledge Specialization."
Edge of the Empire,Known Schematic,Active (Maneuver),0,0,"Once per session, may perform the Know Schematic maneuver; make a Hard (:pu: :pu: :pu:) Knowledge (Education) check. Success grants familiarity with a building or ship’s design.","Once per game session, the character may spend a maneuver to make a Hard ( :pu: :pu: :pu: ) Knowledge (Education) check. Success means the character is familiar with a building or capital ship's design. He now knows the location of critical components or facilities within the ship or vehicle, as well as his own location. He can also plan unconventional routes around obstacles. Additional :suc:, :adv:, or :tri: results can reveal other useful information at the GM's discretion."
Edge of the Empire,Larger Project,Passive,0,1,Signature Vehicle can have a silhouette 1 larger per rank of Larger Project.,
Edge of the Empire,Lethal Blows,Passive,0,1,Add +10 per rank of Lethal Blows to any Critical Injury results inflicted on opponents.,The character adds + 10 per rank of Lethal Blows to any Critical Injury rolls inflicted on opponents.
Edge of the Empire,Let's Ride,Active (Incidental),0,0,"Once per round, may mount or dismount a vehicle or beast, or enter a cockpit or weapon station on a vehicle, as an incidental.","Once per round on the character's turn, the character may mount or dismount from a vehicle or beast, or slide into the cockpit or weapon station aboard a starship, as an incidental instead of a maneuver."
Edge of the Empire,Machine Mender,Passive,0,1,"When making Mechanics check to help a character heal wounds, the target heals 1 additional wound per rank of Machine Mender.",
Edge of the Empire,Martial Grace,Active (Incidental),0,0,"Once per round, suffer 2 strain to add damage equal to ranks in Coordination to next Brawl check made this turn.","Once per round, the character may suffer 2 strain to add additional damage equal to her ranks in Coordination to one hit of a successful Brawl combat check."
Edge of the Empire,Master Doctor,Active (Incidental),0,0,"Once per round, suffer 2 strain to decrease the difficulty of a Medicine check by 1.","Once per round, the character may suffer two strain to decrease the difficulty of his next Medicine check by one to a minimum of Easy (:pu:)."
Edge of the Empire,Master Merchant,Active (Incidental),0,0,"When buying or selling goods, or paying off or taking Obligation, may suffer 2 strain to sell for 25% more, buy for 25% less, pay off 1 more Obligation, or take on 1 less.","Before making a check when buying or selling items, or undertaking or paying off Obligation, the character may choose to suffer two strain. If the check succeeds, he sells the item for 25% more than base cost, buys it for 25% less, pays off an additional one Obligation point, or undertakes one less Obligation point."
Edge of the Empire,Master of Shadows,Active (Incidental),0,0,"Once per round, suffer 2 strain to decrease the difficulty of next Stealth or Skulduggery check by one.","Once per round, the character may voluntarily suffer two strain to decrease the difficulty of the next Stealth or Skulduggery check by one, to a minimum of Easy (:pu:)"
Edge of the Empire,Master Pilot,Active (Incidental),0,0,"Once per round when piloting a starship, may suffer 2 strain to perform any action as a maneuver.","Once per round when piloting a starship (a ship piloted using the Piloting (Space) skill), the character may voluntarily suffer two strain to perform any action as a maneuver instead."
Edge of the Empire,Master Slicer,Active (Incidental),0,0,"Once per round, may take a Master Slicer incidental to suffer 2 strain and decrease difficulty of Computers or other slicing checks by 1, to a minimum of Easy (:pu:).","Once per round, the character may perform a Master Slicer incidental to suffer two strain and decrease the difficulty of the next Computers or other slicing-related check by one, to a minimum of Easy (:pu:)."
Edge of the Empire,Master Starhopper,Active (Incidental),0,0,"Once per round, suffer 2 strain to decrease the difficulty of next Astrogation check by 1 to a minimum of Easy (:pu:).","Once per round, the character may suffer two strain to decrease the difficulty of his next Astrogation check by one, to a minimum of Easy (:pu:)."
Edge of the Empire,Mental Fortress,Active (Incidental),0,0,Spend 1 Destiny Point to ignore effects of Critical Injuries on Intellect or Cunning checks until end of encounter.,The character may spend one Destiny Point to ignore the effects of ongoing Critical Injuries on any Intellect or Cunning related checks until the end of the encounter. He still suffers from the injury itself.
Edge of the Empire,Mind Over Matter,Active (Incidental),0,0,The character may spend one Destiny Point to recover strain equal to his Willpower rating.,The character may spend one Destiny Point to recover strain equal to Willpower rating.
Edge of the Empire,More Machine Than Man,Passive,0,1,Increase cybernetic implant cap by 1 per rank of More Machine than Man.,
Edge of the Empire,Natural Brawler,Active (Incidental),0,0,"Once per session, may re-roll any 1 Brawl or Melee check.","Once per game session, the character may reroll any one Brawl or Melee check."
Edge of the Empire,Natural Charmer,Active (Incidental),0,0,"Once per session, may re-roll any 1 Charm or Deception check.","Once per game session, the character may reroll any one Charm or Deception check."
Edge of the Empire,Natural Doctor,Active (Incidental),0,0,"Once per session, may reroll any 1 Medicine check.","Once per game session, the character may reroll any one Medicine check."
Edge of the Empire,Natural Enforcer,Active (Incidental),0,0,"Once per session, may re-roll any 1 Coercion or Streetwise check.","Once per game session, the character may reroll any one Coercion or Streetwise check."
Edge of the Empire,Natural Hunter,Active (Incidental),0,0,"Once per session, may re-roll any 1 Perception or Vigilance check.","Once per game session, the character may reroll any one Perception or Vigilance check."
Edge of the Empire,Natural Marksman,Active (Incidental),0,0,"Once per session, may re-roll any 1 Ranged (Light) or Ranged (Heavy) check.","Once per game session, the character may reroll any one Ranged (Light) or Ranged (Heavy) check."
Edge of the Empire,Natural Negotiator,Active (Incidental),0,0,"Once per session, may reroll any 1 Cool or Negotiation check.","Once per game session, the character may reroll any one Cool or Negotiation check."
Edge of the Empire,Natural Outdoorsman,Active (Incidental),0,0,"Once per session, reroll any 1 Resilience or Survival check.","Once per game session, the character may reroll any one Resilience or Survival check."
Edge of the Empire,Natural Pilot,Active (Incidental),0,0,"Once per session, may re-roll any 1 Piloting (Space) or Gunnery check.","Once per game session, the character may reroll any one Piloting (Space) or Gunnery check."
Edge of the Empire,Natural Programmer,Active (Incidental),0,0,"Once per session, may re-roll any 1 Computers or Astrogation check.","Once per game session, the character may reroll any one Computers or Astrogation check."
Edge of the Empire,Natural Rogue,Active (Incidental),0,0,"Once per session, may re-roll any 1 Skulduggery or Stealth check.","Once per game session, the character may reroll any one Skulduggery or Stealth check."
Edge of the Empire,Natural Scholar,Active (Incidental),0,0,"Once per session, may re-roll any 1 Knowledge skill check.","Once per game session, the character may reroll any one Knowledge skill check."
Edge of the Empire,Natural Tinkerer,Active (Incidental),0,0,"Once per session, may re-roll any 1 Mechanics check.","Once per game session, the character may reroll any one Mechanics check."
Edge of the Empire,Nobody's Fool,Passive,0,1,"Upgrade difficulty of incoming Charm, Coercion, and Deception checks once per rank of Nobody's Fool.","The difficulty of any Charm, Coercion, or Deception checks attempted against the character is upgraded once for each rank of Nobody's Fool."
Edge of the Empire,Offensive Driving,Active (Maneuver),0,0,"As a maneuver, suffer system strain up to vehicle’s highest defense to upgrade the difficulty of target’s next Piloting check that many times.","As a maneuver, the character may inflict a number of System Strain on her vehicle no greater than its highest defense value and choose a vehicle within close range. If the character does so, upgrade the difficulty of the next Piloting (Planetary) or Piloting (Space). Check that the vehicles pilot makes before the end of the encounter once for each system strain inflicted on her craft this way."
Edge of the Empire,Outdoorsman,Passive,0,1,Remove :bk: per rank of Outdoorsman from checks to move through terrain or manage environmental effects. Decrease overland travel time by half.,The character removes :bk: per rank of Outdoorsman from checks to move through terrain or manage terrain or environmental effects. Decrease overland travel times by 50% (this does not decrease with multiple ranks of Outdoorsman).
Edge of the Empire,Overbalance,Passive,0,0,"When a combat check made by an engaged foe generates :des: or :thr: :thr: :thr:, may stagger attacker until the end of his next turn.","Whenever an enemy engaged with the character makes a combat check, after the attack is resolved, the character may spend :des: or :thr: :thr: :thr: to stagger the attacker until the end of the attacker's next turn."
Edge of the Empire,Overcharge,Active (Action),0,0,"Once per encounter, may use the Overcharge action. Make a Hard (:pu: :pu: :pu:) Mechanics check. On success, one installed cybernetic provides additional benefits. On :des:, overcharged cybernetic shorts out.",
Edge of the Empire,Overcharge (Improved),Passive,0,0,May spend :adv: :adv: or :tri: from Overcharge action to immediately take another action.,
Edge of the Empire,Overcharge (Supreme),Passive,0,0,"May perform the Overcharge action on any number of installed cybernetics. On :des:, one overcharged cybernetic shorts out.",
Edge of the Empire,Overwhelm Emotions,Passive,1,0,"May add :wh: per Force Rating to Charm, Coercion, or Deceit checks :lsp: and :dsp: add :suc: to some checks and :fai: to others.","When the character performs a Charm, Coercion, or Deception check, he may include :wh: equal to his Force rating. Each :lsp: adds :suc: to Charm checks. Each :dsp: adds :suc: to Coercion or Deception checks. However, every :lsp: :lsp: add :fai: to Coercion or Deception checks, and every :dsp: :dsp: add :fai: to Charm checks. This does not apply to targets immune to Force powers."
Edge of the Empire,Planet Mapper,Passive,0,1,Remove :bk: per rank of Planet Mapper from Streetwise or Survival checks used for navigation on a world. Such checks also take half normal time.,"The character removed :bk: per rank of Planet Mapper from her Streetwise or Survival checks used to navigate on a world. In addition, such checks take 50% less time (this does not decrease with additional ranks of Planet Mapper)."
Edge of the Empire,Plausible Deniability,Passive,0,1,Remove :bk: per rank of Plausible Deniability frrom Coercion and Deception check.,Remove :bk: per rank of Plausible Deniability from all Coercion and Deception checks the character attempts.
Edge of the Empire,Point Blank,Passive,0,1,Add 1 damage per rank of Point Blank to damage of one hit of successful attack while using Ranged (Heavy) or Ranged (Light) skills at close range or engaged.,The character adds one damage per rank of Point Blank to one hit of successful Ranged (Heavy) or Ranged (Light) attacks made while at short range or engaged.
Edge of the Empire,Precise Aim,Active (Maneuver),0,1,"Once per round, may perform Precise Aim maneuver. Suffer a number of strain no greater than ranks in Precise Aim, then reduce target's melee and ranged defense by that number.","Once per round on the character's turn, the character may perform a Precise Aim maneuver before attempting a combat check and suffer a number of strain. The number of strain cannot exceed his ranks in Precise Aim. He then decreases the target's defense (ranged and melee) by one per strain suffered for that combat check."
Edge of the Empire,Precision Strike,"Active (Incidental, Out of Turn)",0,0,"When this character inflicts a Critical Injury with a Brawl, Melee, or Lightsaber weapon. May suffer 1 strain to change the result to any Easy (:pu:) Critical Injury result.","When the character inflicts a Critical Injury with a Brawl, Melee, or Lightsaber weapon, she may suffer 1 strain to change the result to any Easy (:pu:) Critical Injury result. 

Additionally, whenever the character defeats a minion or rival NPC, she may always choose to do so by nonlethal means, even if the environment or exceptional circumstances would normally make that very difficult or impossible."
Edge of the Empire,Precision Strike (Improved),"Active (Incidental, Out of Turn)",0,0,"Once per round, when inflicting a Critical Injury with a Brawl or Melee weapon, may suffer 2 strain to change the result to any Average (:pu: :pu:) Critical Injury.","Once per round, when the character inflics a Critical Injury with a  Brawl or Melee weapon, she may suffer 2 strain to change the result to any Average (:pu: :pu:) Critical Injury result."
Edge of the Empire,Precision Strike (Supreme),"Active (Incidental, Out of Turn)",0,0,"Once per session, when inflicting a Critical Injury with an unarmed attack, may suffer 3 strain to change the result to any Hard (:pu: :pu: :pu:) Critical Injury.","Once per game session, when the character inflicts a Critical Injury with an unarmed attack, she may suffer 3 strain to change the result to any Hard (:pu: :pu: :pu:) Critical Injury result. Combat checks to activate this talent cannot be made with any weapons."
Edge of the Empire,Pressure Point,Active (Incidental),0,0,"When making a Brawl check against an opponent, instead of dealing damage, may deal equivalent strain plus additional strain equal to ranks of Medicine (this ignores soak).","When making a Brawl check against a living opponent, the character may choose to forgo dealing damage as wounds, instead dealing the equivalent damage as strain, plus additional strain equal to his ranks in Medicine. These checks cannot be made with any weapons, but this strain damage is not reduced by soak."
Edge of the Empire,Quick Draw,Active (Incidental),0,0,"Once per round, draw or holster a weapon or accessible item as an incidental.","Once per round on the character's turn, he may draw or holster an easily accessible weapon as an incidental, not a maneuver. This talent also reduces the amount of time to draw or stow a weapon that usually requires more than one maneuver to properly prepare or stow, by one maneuver."
Edge of the Empire,Quick Strike,Passive,0,1,Add :bl: per rank of Quick Strike to combat checks against targets that have not acted yet this encounter.,"When performing a combat check during combat, the character adds • per rank of Quick Strike to combat checks against any target that has not yet acted in the encounter."
Edge of the Empire,Rapid Reaction,"Active (Incidental, Out of Turn)",0,1,Suffer a number of strain to add an equal number of :suc: to lnitiative checks. Strain suffered cannot exceed ranks in Rapid Reacuon.,The character may suffer a number of strain to add an equal number of & to any Vigilance or Cool check to determine initiative order. The number may not exceed his ranks in Rapid Reaction.
Edge of the Empire,Rapid Recovery,Passive,0,1,"When healing strain after an encounter, heal 1 additional strain per rank of Rapid Recovery.","When this character heals strain after an encounter has concluded, he heals one additional strain per rank in Rapid Recovery."
Edge of the Empire,Reconstruct the Scene,Active (Action),0,0,Perform the Reconstruct the Scene action; make a Hard (:pu: :pu: :pu:) Perception check to identify the physical characteristics of a person present at the scene within 24 hours.,"Once per game session, the character may perform the Reconstruct the Scene action. The character makes a Hard (:pu: :pu: :pu:) Perception check when present at a single crime scene (or similar location). If the character succeeds, she identifies all prominent physical characteristics of one person who was at the crime scene in the last 24 hours per :suc:."
Edge of the Empire,Redundant Systems,Active (Action),0,0,"Once per session, may take a Redundant Systems action; make an Easy (:pu:) Mechanics check to harvest components from a functioning device to repair a broken one without breaking the first device.","With an Easy (:pu:) Mechanics check, the character may harvest components from a functioning device to repair a broken one, without breaking the functioning device. This allows the character to repair a broken device without having required spare parts, raw materials, or repair kits (the initial check does not suffer penalties for lacking repair kits, either). This only works, however, if the functioning device is at least the same size and technological level as the device being repaired (it is impossible to repair a starship with a blaster pistol, or a lightsaber with parts from a water wheel)."
Edge of the Empire,Reroute Processors,Active (Action),0,0,"Once per encounter, may take a Reroute Processors action; make an Average (:pu: :pu:) Computers check to reduce one of a droid’s characteristics by 1 and increase another of its characteristics by 1.",
Edge of the Empire,Researcher,Passive,0,1,Remove :bk: per rank of Researcher from all knowledge checks. Researching a subject Lakes half the time.,The character removes :bk: per rank of Researcher from all Knowledge checks. Researching takes 50% less time (this does not increase with multiple ranks of researcher).
Edge of the Empire,Resolve,Passive,0,1,"When a character involuntarily suffers strain, he suffers 1 less strain per rank of Resolve, to a minimum of 1.","When the character suffers strain, he suffers one less strain per rank of Resolve, to a minimum of one. This does not apply to voluntary strain loss."
Edge of the Empire,Resourceful Refit,Active (Action),0,0,"May perform the Resourceful Refit action: make an Average (:pu: :pu:) Mechanics check to scavenge an old attachment to construct a new one, reducing its price by that of the dismantled attachment.",
Edge of the Empire,Respected Scholar,Passive,0,1,May downgrade difficulty of checks to interact with institutes of learning by one level per rank of Respected Scholar.,The character downgrades the difficulty of checks to interact with institutions of learning equal to his ranks in Respected Scholar.
Edge of the Empire,Scathing Tirade,Active (Action),0,0,Take a Scathing Tirade action: make an Average (:pu: :pu:) Coercion check. Each :suc: causes one enemy in shore range to suffer 1 strain. Spend :adv: to cause 1 affected enemy to suffer 1 additional strain.,"The character may take the Scathing Tirade action; making an Average (:pu: :pu:) Coercion check. For each :suc:, one enemy within short range suffers one strain. The character can also spend :adv:; for every :adv: spent, one target already affected suffers 1 additional strain."
Edge of the Empire,Scathing Tirade (Improved),Passive,0,0,Each enemy affected by Scathing Tirade suffers :bk: on all skill checks for a number of rounds equal to ranks in Coercion.,Each enemy affected by Scathing Tirade suffers :bk: on all skill checks for a number of rounds equal to the character's ranks in Coercion; this does not stack with itself.
Edge of the Empire,Scathing Tirade (Supreme),Active (Incidental),0,0,"Suffer 1 strain to perform Scathing Tirade as a maneuver, not an action.",The character may voluntarily suffer one strain to perform Scathing Tirade as a maneuver instead of an action.
Edge of the Empire,Second Wind,Active (Incidental),0,1,"Once per encounter, may use Second Wind incidental to recover strain equal to ranks in Second Wind.","Once per encounter, the character may use a Second Wind incidental to recover an amount of strain equal to his ranks in Second Wind."
Edge of the Empire,Sense Danger,Active (Incidental),1,0,"Once per session, remove :bk: :bk: from any 1 check.","Once per game session, the character may remove :bk: :bk: from any one skill check."
Edge of the Empire,Sense Emotions,Passive,1,0,"Add :bl: to all Charm, Coercion and Deception checks unless the target is immune to Force powers.","The character adds :bl: to all Charm, Coercion, and Deception checks unless the target is immune to Force Powers."
Edge of the Empire,Shortcut,Passive,0,1,"During a chase, add :bl: per rank in Shortcut to any checks made to catch or escape an opponent.","During a chase, the character adds :bl: equal to his ranks in Shortcut to any checks made to catch or escape an opponent."
Edge of the Empire,Side Step,Active (Maneuver),0,1,"Once per round, may perform Side Step maneuver and suffer a number of strain to upgrade difficulty of all incoming ranged attacks by an equal number for the next round. Strain suffered this way cannot exceed ranks in Side Step.","Once per round on the character's turn, the character may perform a Side Step maneuver to side step and try to avoid incoming ranged attacks. He then suffers a number of strain no greater than his ranks in Side Step. Until the start of the character's next turn, upgrade the difficulty of all ranged combat checks targeting the character a number of times equal to the strain suffered by the character."
Edge of the Empire,Signature Vehicle,Passive,0,0,Choose one starship or vehicle as a Signature Vehicle. Upgrade all Mechanics checks made on that vehicle once.,
Edge of the Empire,Sixth Sense,Passive,0,0,Gain +1 ranged defense.,The character gains + 1 ranged defense.
